"Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HR","AR","HY","AY","Season","HomeTeamAbbreviation","AwayTeamAbbreviation","HomeTeamValue","HomeTeamSquadSize","AwayTeamValue","AwayTeamSquadSize","HomeTeamForeignPlayers","HomeTeamMeanAge","AwayTeamForeignPlayers","AwayTeamMeanAge","HGD","AGD"
2009-03-04,"Blackburn","Everton",0,0,"D",0,0,1,0,"2008-2009","BLB","EVE",NA,NA,NA,NA,21,26.4,15,24.4,0,0
2009-03-04,"Fulham","Hull",0,1,"A",0,0,3,1,"2008-2009","FUL","HUL",NA,NA,NA,NA,20,25.3,12,27.3,-1,1
2009-03-04,"Man City","Aston Villa",2,0,"H",0,0,1,2,"2008-2009","MCI","AVA",NA,NA,NA,NA,20,24,8,25.4,2,-2
2009-03-04,"Newcastle","Man United",1,2,"A",0,0,2,2,"2008-2009","NEW","MUN",NA,NA,NA,NA,19,24.8,20,24.3,-1,1
2009-03-04,"Stoke","Bolton",2,0,"H",0,0,2,1,"2008-2009","STO","BOL",NA,NA,NA,NA,15,26.6,19,25.2,2,-2
2009-03-04,"Tottenham","Middlesbrough",4,0,"H",0,0,0,1,"2008-2009","TOT","MID",NA,NA,NA,NA,18,22.5,13,22.3,4,-4
2009-03-04,"Wigan","West Ham",0,1,"A",1,1,2,5,"2008-2009","WIG","WHU",NA,NA,NA,NA,18,25.7,15,24.3,-1,1
2009-03-07,"Sunderland","Tottenham",1,1,"D",0,0,3,2,"2008-2009","SUN","TOT",NA,NA,NA,NA,21,24.9,18,22.5,0,0
2009-03-11,"Fulham","Blackburn",1,2,"A",0,0,1,1,"2008-2009","FUL","BLB",NA,NA,NA,NA,20,25.3,21,26.4,-1,1
2009-03-14,"Arsenal","Blackburn",4,0,"H",0,0,0,4,"2008-2009","ARS","BLB",NA,NA,NA,NA,30,21.3,21,26.4,4,-4
2009-03-14,"Bolton","Fulham",1,3,"A",0,0,0,0,"2008-2009","BOL","FUL",NA,NA,NA,NA,19,25.2,20,25.3,-2,2
2009-03-14,"Everton","Stoke",3,1,"H",0,0,0,1,"2008-2009","EVE","STO",NA,NA,NA,NA,15,24.4,15,26.6,2,-2
2009-03-14,"Hull","Newcastle",1,1,"D",0,0,3,3,"2008-2009","HUL","NEW",NA,NA,NA,NA,12,27.3,19,24.8,0,0
2009-03-14,"Man United","Liverpool",1,4,"A",1,0,2,3,"2008-2009","MUN","LIV",NA,NA,NA,NA,20,24.3,24,23.9,-3,3
2009-03-14,"Middlesbrough","Portsmouth",1,1,"D",1,0,1,3,"2008-2009","MID","POR",NA,NA,NA,NA,13,22.3,19,26.8,0,0
2009-03-14,"Sunderland","Wigan",1,2,"A",0,0,0,1,"2008-2009","SUN","WIG",NA,NA,NA,NA,21,24.9,18,25.7,-1,1
2009-03-15,"Aston Villa","Tottenham",1,2,"A",0,0,1,3,"2008-2009","AVA","TOT",NA,NA,NA,NA,8,25.4,18,22.5,-1,1
2009-03-15,"Chelsea","Man City",1,0,"H",0,0,0,2,"2008-2009","CHE","MCI",NA,NA,NA,NA,21,25.6,20,24,1,-1
2009-03-16,"West Ham","West Brom",0,0,"D",0,0,1,1,"2008-2009","WHU","WBA",NA,NA,NA,NA,15,24.3,21,24.6,0,0
2009-03-21,"Blackburn","West Ham",1,1,"D",0,0,2,1,"2008-2009","BLB","WHU",NA,NA,NA,NA,21,26.4,15,24.3,0,0
2009-03-21,"Fulham","Man United",2,0,"H",0,2,2,4,"2008-2009","FUL","MUN",NA,NA,NA,NA,20,25.3,20,24.3,2,-2
2009-03-21,"Newcastle","Arsenal",1,3,"A",0,0,0,1,"2008-2009","NEW","ARS",NA,NA,NA,NA,19,24.8,30,21.3,-2,2
2009-03-21,"Portsmouth","Everton",2,1,"H",0,0,2,1,"2008-2009","POR","EVE",NA,NA,NA,NA,19,26.8,15,24.4,1,-1
2009-03-21,"Stoke","Middlesbrough",1,0,"H",0,0,4,1,"2008-2009","STO","MID",NA,NA,NA,NA,15,26.6,13,22.3,1,-1
2009-03-21,"Tottenham","Chelsea",1,0,"H",0,0,2,2,"2008-2009","TOT","CHE",NA,NA,NA,NA,18,22.5,21,25.6,1,-1
2009-03-21,"West Brom","Bolton",1,1,"D",0,0,2,1,"2008-2009","WBA","BOL",NA,NA,NA,NA,21,24.6,19,25.2,0,0
2009-03-22,"Liverpool","Aston Villa",5,0,"H",0,1,1,3,"2008-2009","LIV","AVA",NA,NA,NA,NA,24,23.9,8,25.4,5,-5
2009-03-22,"Man City","Sunderland",1,0,"H",0,1,3,6,"2008-2009","MCI","SUN",NA,NA,NA,NA,20,24,21,24.9,1,-1
2009-03-22,"Wigan","Hull",1,0,"H",0,0,1,3,"2008-2009","WIG","HUL",NA,NA,NA,NA,18,25.7,12,27.3,1,-1
2009-04-04,"Arsenal","Man City",2,0,"H",0,0,1,3,"2008-2009","ARS","MCI",NA,NA,NA,NA,30,21.3,20,24,2,-2
2009-04-04,"Blackburn","Tottenham",2,1,"H",0,1,1,1,"2008-2009","BLB","TOT",NA,NA,NA,NA,21,26.4,18,22.5,1,-1
2009-04-04,"Bolton","Middlesbrough",4,1,"H",0,0,2,1,"2008-2009","BOL","MID",NA,NA,NA,NA,19,25.2,13,22.3,3,-3
2009-04-04,"Fulham","Liverpool",0,1,"A",0,0,2,2,"2008-2009","FUL","LIV",NA,NA,NA,NA,20,25.3,24,23.9,-1,1
2009-04-04,"Hull","Portsmouth",0,0,"D",0,1,0,2,"2008-2009","HUL","POR",NA,NA,NA,NA,12,27.3,19,26.8,0,0
2009-04-04,"Newcastle","Chelsea",0,2,"A",0,0,0,2,"2008-2009","NEW","CHE",NA,NA,NA,NA,19,24.8,21,25.6,-2,2
2009-04-04,"West Brom","Stoke",0,2,"A",0,0,2,1,"2008-2009","WBA","STO",NA,NA,NA,NA,21,24.6,15,26.6,-2,2
2009-04-04,"West Ham","Sunderland",2,0,"H",0,0,1,1,"2008-2009","WHU","SUN",NA,NA,NA,NA,15,24.3,21,24.9,2,-2
2009-04-05,"Everton","Wigan",4,0,"H",0,0,0,3,"2008-2009","EVE","WIG",NA,NA,NA,NA,15,24.4,18,25.7,4,-4
2009-04-05,"Man United","Aston Villa",3,2,"H",0,0,1,2,"2008-2009","MUN","AVA",NA,NA,NA,NA,20,24.3,8,25.4,1,-1
2009-04-11,"Chelsea","Bolton",4,3,"H",0,0,0,0,"2008-2009","CHE","BOL",NA,NA,NA,NA,21,25.6,19,25.2,1,-1
2009-04-11,"Liverpool","Blackburn",4,0,"H",0,0,2,1,"2008-2009","LIV","BLB",NA,NA,NA,NA,24,23.9,21,26.4,4,-4
2009-04-11,"Middlesbrough","Hull",3,1,"H",0,0,3,3,"2008-2009","MID","HUL",NA,NA,NA,NA,13,22.3,12,27.3,2,-2
2009-04-11,"Portsmouth","West Brom",2,2,"D",0,0,3,1,"2008-2009","POR","WBA",NA,NA,NA,NA,19,26.8,21,24.6,0,0
2009-04-11,"Stoke","Newcastle",1,1,"D",0,0,4,2,"2008-2009","STO","NEW",NA,NA,NA,NA,15,26.6,19,24.8,0,0
2009-04-11,"Sunderland","Man United",1,2,"A",0,0,1,2,"2008-2009","SUN","MUN",NA,NA,NA,NA,21,24.9,20,24.3,-1,1
2009-04-11,"Tottenham","West Ham",1,0,"H",0,0,1,4,"2008-2009","TOT","WHU",NA,NA,NA,NA,18,22.5,15,24.3,1,-1
2009-04-11,"Wigan","Arsenal",1,4,"A",0,0,3,3,"2008-2009","WIG","ARS",NA,NA,NA,NA,18,25.7,30,21.3,-3,3
2009-04-12,"Aston Villa","Everton",3,3,"D",0,0,0,2,"2008-2009","AVA","EVE",NA,NA,NA,NA,8,25.4,15,24.4,0,0
2009-04-12,"Man City","Fulham",1,3,"A",0,0,0,1,"2008-2009","MCI","FUL",NA,NA,NA,NA,20,24,20,25.3,-2,2
2009-04-18,"Aston Villa","West Ham",1,1,"D",0,0,2,3,"2008-2009","AVA","WHU",NA,NA,NA,NA,8,25.4,15,24.3,0,0
2009-04-18,"Middlesbrough","Fulham",0,0,"D",0,0,3,1,"2008-2009","MID","FUL",NA,NA,NA,NA,13,22.3,20,25.3,0,0
2009-04-18,"Portsmouth","Bolton",1,0,"H",0,0,2,4,"2008-2009","POR","BOL",NA,NA,NA,NA,19,26.8,19,25.2,1,-1
2009-04-18,"Stoke","Blackburn",1,0,"H",0,0,3,1,"2008-2009","STO","BLB",NA,NA,NA,NA,15,26.6,21,26.4,1,-1
2009-04-18,"Sunderland","Hull",1,0,"H",0,0,2,3,"2008-2009","SUN","HUL",NA,NA,NA,NA,21,24.9,12,27.3,1,-1
2009-04-19,"Man City","West Brom",4,2,"H",0,0,1,2,"2008-2009","MCI","WBA",NA,NA,NA,NA,20,24,21,24.6,2,-2
2009-04-19,"Tottenham","Newcastle",1,0,"H",0,0,1,2,"2008-2009","TOT","NEW",NA,NA,NA,NA,18,22.5,19,24.8,1,-1
2009-04-21,"Liverpool","Arsenal",4,4,"D",0,0,0,1,"2008-2009","LIV","ARS",NA,NA,NA,NA,24,23.9,30,21.3,0,0
2009-04-22,"Chelsea","Everton",0,0,"D",0,0,0,1,"2008-2009","CHE","EVE",NA,NA,NA,NA,21,25.6,15,24.4,0,0
2009-04-22,"Man United","Portsmouth",2,0,"H",0,0,1,0,"2008-2009","MUN","POR",NA,NA,NA,NA,20,24.3,19,26.8,2,-2
2009-04-25,"Bolton","Aston Villa",1,1,"D",0,0,0,1,"2008-2009","BOL","AVA",NA,NA,NA,NA,19,25.2,8,25.4,0,0
2009-04-25,"Everton","Man City",1,2,"A",0,0,1,3,"2008-2009","EVE","MCI",NA,NA,NA,NA,15,24.4,20,24,-1,1
2009-04-25,"Fulham","Stoke",1,0,"H",0,0,1,2,"2008-2009","FUL","STO",NA,NA,NA,NA,20,25.3,15,26.6,1,-1
2009-04-25,"Hull","Liverpool",1,3,"A",1,0,3,1,"2008-2009","HUL","LIV",NA,NA,NA,NA,12,27.3,24,23.9,-2,2
2009-04-25,"Man United","Tottenham",5,2,"H",0,0,3,3,"2008-2009","MUN","TOT",NA,NA,NA,NA,20,24.3,18,22.5,3,-3
2009-04-25,"West Brom","Sunderland",3,0,"H",0,0,0,1,"2008-2009","WBA","SUN",NA,NA,NA,NA,21,24.6,21,24.9,3,-3
2009-04-25,"West Ham","Chelsea",0,1,"A",0,0,1,0,"2008-2009","WHU","CHE",NA,NA,NA,NA,15,24.3,21,25.6,-1,1
2009-04-26,"Arsenal","Middlesbrough",2,0,"H",0,0,0,0,"2008-2009","ARS","MID",NA,NA,NA,NA,30,21.3,13,22.3,2,-2
2009-04-26,"Blackburn","Wigan",2,0,"H",0,0,0,0,"2008-2009","BLB","WIG",NA,NA,NA,NA,21,26.4,18,25.7,2,-2
2009-04-27,"Newcastle","Portsmouth",0,0,"D",0,0,2,2,"2008-2009","NEW","POR",NA,NA,NA,NA,19,24.8,19,26.8,0,0
2009-05-02,"Chelsea","Fulham",3,1,"H",0,0,0,1,"2008-2009","CHE","FUL",NA,NA,NA,NA,21,25.6,20,25.3,2,-2
2009-05-02,"Man City","Blackburn",3,1,"H",0,0,2,3,"2008-2009","MCI","BLB",NA,NA,NA,NA,20,24,21,26.4,2,-2
2009-05-02,"Middlesbrough","Man United",0,2,"A",0,0,1,1,"2008-2009","MID","MUN",NA,NA,NA,NA,13,22.3,20,24.3,-2,2
2009-05-02,"Portsmouth","Arsenal",0,3,"A",1,0,3,1,"2008-2009","POR","ARS",NA,NA,NA,NA,19,26.8,30,21.3,-3,3
2009-05-02,"Stoke","West Ham",0,1,"A",0,0,3,2,"2008-2009","STO","WHU",NA,NA,NA,NA,15,26.6,15,24.3,-1,1
2009-05-02,"Tottenham","West Brom",1,0,"H",0,0,1,1,"2008-2009","TOT","WBA",NA,NA,NA,NA,18,22.5,21,24.6,1,-1
2009-05-02,"Wigan","Bolton",0,0,"D",0,0,2,3,"2008-2009","WIG","BOL",NA,NA,NA,NA,18,25.7,19,25.2,0,0
2009-05-03,"Liverpool","Newcastle",3,0,"H",0,1,0,2,"2008-2009","LIV","NEW",NA,NA,NA,NA,24,23.9,19,24.8,3,-3
2009-05-03,"Sunderland","Everton",0,2,"A",0,0,3,4,"2008-2009","SUN","EVE",NA,NA,NA,NA,21,24.9,15,24.4,-2,2
2009-05-04,"Aston Villa","Hull",1,0,"H",0,0,0,2,"2008-2009","AVA","HUL",NA,NA,NA,NA,8,25.4,12,27.3,1,-1
2009-05-09,"Blackburn","Portsmouth",2,0,"H",0,0,2,1,"2008-2009","BLB","POR",NA,NA,NA,NA,21,26.4,19,26.8,2,-2
2009-05-09,"Bolton","Sunderland",0,0,"D",0,0,2,0,"2008-2009","BOL","SUN",NA,NA,NA,NA,19,25.2,21,24.9,0,0
2009-05-09,"Everton","Tottenham",0,0,"D",0,0,2,3,"2008-2009","EVE","TOT",NA,NA,NA,NA,15,24.4,18,22.5,0,0
2009-05-09,"Fulham","Aston Villa",3,1,"H",0,0,1,0,"2008-2009","FUL","AVA",NA,NA,NA,NA,20,25.3,8,25.4,2,-2
2009-05-09,"Hull","Stoke",1,2,"A",0,0,0,1,"2008-2009","HUL","STO",NA,NA,NA,NA,12,27.3,15,26.6,-1,1
2009-05-09,"West Brom","Wigan",3,1,"H",0,0,2,0,"2008-2009","WBA","WIG",NA,NA,NA,NA,21,24.6,18,25.7,2,-2
2009-05-09,"West Ham","Liverpool",0,3,"A",0,0,3,2,"2008-2009","WHU","LIV",NA,NA,NA,NA,15,24.3,24,23.9,-3,3
2009-05-10,"Arsenal","Chelsea",1,4,"A",0,0,1,0,"2008-2009","ARS","CHE",NA,NA,NA,NA,30,21.3,21,25.6,-3,3
2009-05-10,"Man United","Man City",2,0,"H",0,0,1,1,"2008-2009","MUN","MCI",NA,NA,NA,NA,20,24.3,20,24,2,-2
2009-05-11,"Newcastle","Middlesbrough",3,1,"H",0,0,3,1,"2008-2009","NEW","MID",NA,NA,NA,NA,19,24.8,13,22.3,2,-2
2009-05-13,"Wigan","Man United",1,2,"A",0,0,0,0,"2008-2009","WIG","MUN",NA,NA,NA,NA,18,25.7,20,24.3,-1,1
2009-05-16,"Bolton","Hull",1,1,"D",0,0,1,2,"2008-2009","BOL","HUL",NA,NA,NA,NA,19,25.2,12,27.3,0,0
2009-05-16,"Everton","West Ham",3,1,"H",0,1,1,2,"2008-2009","EVE","WHU",NA,NA,NA,NA,15,24.4,15,24.3,2,-2
2009-05-16,"Man United","Arsenal",0,0,"D",0,0,0,5,"2008-2009","MUN","ARS",NA,NA,NA,NA,20,24.3,30,21.3,0,0
2009-05-16,"Middlesbrough","Aston Villa",1,1,"D",0,0,0,2,"2008-2009","MID","AVA",NA,NA,NA,NA,13,22.3,8,25.4,0,0
2009-05-16,"Newcastle","Fulham",0,1,"A",1,0,0,3,"2008-2009","NEW","FUL",NA,NA,NA,NA,19,24.8,20,25.3,-1,1
2009-05-16,"Stoke","Wigan",2,0,"H",0,0,0,0,"2008-2009","STO","WIG",NA,NA,NA,NA,15,26.6,18,25.7,2,-2
2009-05-16,"Tottenham","Man City",2,1,"H",0,0,0,1,"2008-2009","TOT","MCI",NA,NA,NA,NA,18,22.5,20,24,1,-1
2009-05-17,"Chelsea","Blackburn",2,0,"H",0,0,1,2,"2008-2009","CHE","BLB",NA,NA,NA,NA,21,25.6,21,26.4,2,-2
2009-05-17,"West Brom","Liverpool",0,2,"A",0,0,2,0,"2008-2009","WBA","LIV",NA,NA,NA,NA,21,24.6,24,23.9,-2,2
2009-05-18,"Portsmouth","Sunderland",3,1,"H",0,0,1,0,"2008-2009","POR","SUN",NA,NA,NA,NA,19,26.8,21,24.9,2,-2
2009-05-24,"Arsenal","Stoke",4,1,"H",0,0,1,0,"2008-2009","ARS","STO",NA,NA,NA,NA,30,21.3,15,26.6,3,-3
2009-05-24,"Aston Villa","Newcastle",1,0,"H",0,1,0,2,"2008-2009","AVA","NEW",NA,NA,NA,NA,8,25.4,19,24.8,1,-1
2009-05-24,"Blackburn","West Brom",0,0,"D",1,0,0,1,"2008-2009","BLB","WBA",NA,NA,NA,NA,21,26.4,21,24.6,0,0
2009-05-24,"Fulham","Everton",0,2,"A",0,0,0,0,"2008-2009","FUL","EVE",NA,NA,NA,NA,20,25.3,15,24.4,-2,2
2009-05-24,"Hull","Man United",0,1,"A",0,0,2,1,"2008-2009","HUL","MUN",NA,NA,NA,NA,12,27.3,20,24.3,-1,1
2009-05-24,"Liverpool","Tottenham",3,1,"H",0,0,0,1,"2008-2009","LIV","TOT",NA,NA,NA,NA,24,23.9,18,22.5,2,-2
2009-05-24,"Man City","Bolton",1,0,"H",0,0,0,0,"2008-2009","MCI","BOL",NA,NA,NA,NA,20,24,19,25.2,1,-1
2009-05-24,"Sunderland","Chelsea",2,3,"A",0,0,1,1,"2008-2009","SUN","CHE",NA,NA,NA,NA,21,24.9,21,25.6,-1,1
2009-05-24,"West Ham","Middlesbrough",2,1,"H",0,0,0,1,"2008-2009","WHU","MID",NA,NA,NA,NA,15,24.3,13,22.3,1,-1
2009-05-24,"Wigan","Portsmouth",1,0,"H",0,0,0,4,"2008-2009","WIG","POR",NA,NA,NA,NA,18,25.7,19,26.8,1,-1
2009-08-15,"Aston Villa","Wigan",0,2,"A",0,0,2,2,"2009-2010","AVA","WIG",NA,NA,NA,NA,13,25.5,27,25.4,-2,2
2009-08-15,"Blackburn","Man City",0,2,"A",0,0,2,1,"2009-2010","BLB","MCI",NA,NA,NA,NA,29,25.3,24,24.1,-2,2
2009-08-15,"Bolton","Sunderland",0,1,"A",0,0,2,1,"2009-2010","BOL","SUN",NA,NA,NA,NA,18,25.3,26,24.5,-1,1
2009-08-15,"Chelsea","Hull",2,1,"H",0,0,1,2,"2009-2010","CHE","HUL",NA,NA,NA,NA,24,25.5,23,26,1,-1
2009-08-15,"Everton","Arsenal",1,6,"A",0,0,0,0,"2009-2010","EVE","ARS",NA,NA,NA,NA,23,23.1,31,21.7,-5,5
2009-08-15,"Portsmouth","Fulham",0,1,"A",0,0,3,2,"2009-2010","POR","FUL",NA,NA,NA,NA,29,25.4,28,25.3,-1,1
2009-08-15,"Stoke","Burnley",2,0,"H",0,0,2,2,"2009-2010","STO","BUR",NA,NA,NA,NA,18,25.9,20,25,2,-2
2009-08-15,"Wolves","West Ham",0,2,"A",0,0,0,0,"2009-2010","WLV","WHU",NA,NA,NA,NA,19,24.1,20,23.8,-2,2
2009-08-16,"Man United","Birmingham",1,0,"H",0,0,1,1,"2009-2010","MUN","BIR",NA,NA,NA,NA,22,25,18,25.5,1,-1
2009-08-16,"Tottenham","Liverpool",2,1,"H",0,0,3,3,"2009-2010","TOT","LIV",NA,NA,NA,NA,20,23.3,24,24.4,1,-1
2009-08-18,"Sunderland","Chelsea",1,3,"A",0,0,2,2,"2009-2010","SUN","CHE",NA,NA,NA,NA,26,24.5,24,25.5,-2,2
2009-08-18,"Wigan","Wolves",0,1,"A",0,0,0,3,"2009-2010","WIG","WLV",NA,NA,NA,NA,27,25.4,19,24.1,-1,1
2009-08-19,"Birmingham","Portsmouth",1,0,"H",0,0,0,5,"2009-2010","BIR","POR",NA,NA,NA,NA,18,25.5,29,25.4,1,-1
2009-08-19,"Burnley","Man United",1,0,"H",0,0,2,1,"2009-2010","BUR","MUN",NA,NA,NA,NA,20,25,22,25,1,-1
2009-08-19,"Hull","Tottenham",1,5,"A",0,0,3,2,"2009-2010","HUL","TOT",NA,NA,NA,NA,23,26,20,23.3,-4,4
2009-08-19,"Liverpool","Stoke",4,0,"H",0,0,0,1,"2009-2010","LIV","STO",NA,NA,NA,NA,24,24.4,18,25.9,4,-4
2009-08-22,"Arsenal","Portsmouth",4,1,"H",0,0,1,0,"2009-2010","ARS","POR",NA,NA,NA,NA,31,21.7,29,25.4,3,-3
2009-08-22,"Birmingham","Stoke",0,0,"D",0,0,0,3,"2009-2010","BIR","STO",NA,NA,NA,NA,18,25.5,18,25.9,0,0
2009-08-22,"Hull","Bolton",1,0,"H",0,0,3,2,"2009-2010","HUL","BOL",NA,NA,NA,NA,23,26,18,25.3,1,-1
2009-08-22,"Man City","Wolves",1,0,"H",0,0,0,1,"2009-2010","MCI","WLV",NA,NA,NA,NA,24,24.1,19,24.1,1,-1
2009-08-22,"Sunderland","Blackburn",2,1,"H",0,0,2,1,"2009-2010","SUN","BLB",NA,NA,NA,NA,26,24.5,29,25.3,1,-1
2009-08-22,"Wigan","Man United",0,5,"A",0,0,2,2,"2009-2010","WIG","MUN",NA,NA,NA,NA,27,25.4,22,25,-5,5
2009-08-23,"Burnley","Everton",1,0,"H",0,0,1,0,"2009-2010","BUR","EVE",NA,NA,NA,NA,20,25,23,23.1,1,-1
2009-08-23,"Fulham","Chelsea",0,2,"A",0,0,0,0,"2009-2010","FUL","CHE",NA,NA,NA,NA,28,25.3,24,25.5,-2,2
2009-08-23,"West Ham","Tottenham",1,2,"A",0,0,2,1,"2009-2010","WHU","TOT",NA,NA,NA,NA,20,23.8,20,23.3,-1,1
2009-08-24,"Liverpool","Aston Villa",1,3,"A",0,0,3,2,"2009-2010","LIV","AVA",NA,NA,NA,NA,24,24.4,13,25.5,-2,2
2009-08-29,"Blackburn","West Ham",0,0,"D",0,0,1,3,"2009-2010","BLB","WHU",NA,NA,NA,NA,29,25.3,20,23.8,0,0
2009-08-29,"Bolton","Liverpool",2,3,"A",1,0,3,1,"2009-2010","BOL","LIV",NA,NA,NA,NA,18,25.3,24,24.4,-1,1
2009-08-29,"Chelsea","Burnley",3,0,"H",0,0,0,1,"2009-2010","CHE","BUR",NA,NA,NA,NA,24,25.5,20,25,3,-3
2009-08-29,"Man United","Arsenal",2,1,"H",0,0,3,6,"2009-2010","MUN","ARS",NA,NA,NA,NA,22,25,31,21.7,1,-1
2009-08-29,"Stoke","Sunderland",1,0,"H",0,0,0,2,"2009-2010","STO","SUN",NA,NA,NA,NA,18,25.9,26,24.5,1,-1
2009-08-29,"Tottenham","Birmingham",2,1,"H",0,0,2,2,"2009-2010","TOT","BIR",NA,NA,NA,NA,20,23.3,18,25.5,1,-1
2009-08-29,"Wolves","Hull",1,1,"D",0,0,0,2,"2009-2010","WLV","HUL",NA,NA,NA,NA,19,24.1,23,26,0,0
2009-08-30,"Aston Villa","Fulham",2,0,"H",0,0,1,2,"2009-2010","AVA","FUL",NA,NA,NA,NA,13,25.5,28,25.3,2,-2
2009-08-30,"Everton","Wigan",2,1,"H",0,0,1,5,"2009-2010","EVE","WIG",NA,NA,NA,NA,23,23.1,27,25.4,1,-1
2009-08-30,"Portsmouth","Man City",0,1,"A",0,0,2,1,"2009-2010","POR","MCI",NA,NA,NA,NA,29,25.4,24,24.1,-1,1
2009-09-12,"Blackburn","Wolves",3,1,"H",0,0,1,2,"2009-2010","BLB","WLV",NA,NA,NA,NA,29,25.3,19,24.1,2,-2
2009-09-12,"Liverpool","Burnley",4,0,"H",0,0,0,2,"2009-2010","LIV","BUR",NA,NA,NA,NA,24,24.4,20,25,4,-4
2009-09-12,"Man City","Arsenal",4,2,"H",0,0,3,2,"2009-2010","MCI","ARS",NA,NA,NA,NA,24,24.1,31,21.7,2,-2
2009-09-12,"Portsmouth","Bolton",2,3,"A",0,0,2,0,"2009-2010","POR","BOL",NA,NA,NA,NA,29,25.4,18,25.3,-1,1
2009-09-12,"Stoke","Chelsea",1,2,"A",0,0,3,3,"2009-2010","STO","CHE",NA,NA,NA,NA,18,25.9,24,25.5,-1,1
2009-09-12,"Sunderland","Hull",4,1,"H",0,0,2,2,"2009-2010","SUN","HUL",NA,NA,NA,NA,26,24.5,23,26,3,-3
2009-09-12,"Tottenham","Man United",1,3,"A",0,1,3,2,"2009-2010","TOT","MUN",NA,NA,NA,NA,20,23.3,22,25,-2,2
2009-09-12,"Wigan","West Ham",1,0,"H",0,0,2,1,"2009-2010","WIG","WHU",NA,NA,NA,NA,27,25.4,20,23.8,1,-1
2009-09-13,"Birmingham","Aston Villa",0,1,"A",0,0,1,2,"2009-2010","BIR","AVA",NA,NA,NA,NA,18,25.5,13,25.5,-1,1
2009-09-13,"Fulham","Everton",2,1,"H",0,0,1,0,"2009-2010","FUL","EVE",NA,NA,NA,NA,28,25.3,23,23.1,1,-1
2009-09-19,"Arsenal","Wigan",4,0,"H",0,0,2,2,"2009-2010","ARS","WIG",NA,NA,NA,NA,31,21.7,27,25.4,4,-4
2009-09-19,"Aston Villa","Portsmouth",2,0,"H",0,0,2,0,"2009-2010","AVA","POR",NA,NA,NA,NA,13,25.5,29,25.4,2,-2
2009-09-19,"Bolton","Stoke",1,1,"D",0,0,2,2,"2009-2010","BOL","STO",NA,NA,NA,NA,18,25.3,18,25.9,0,0
2009-09-19,"Burnley","Sunderland",3,1,"H",0,0,0,3,"2009-2010","BUR","SUN",NA,NA,NA,NA,20,25,26,24.5,2,-2
2009-09-19,"Hull","Birmingham",0,1,"A",0,0,0,2,"2009-2010","HUL","BIR",NA,NA,NA,NA,23,26,18,25.5,-1,1
2009-09-19,"West Ham","Liverpool",2,3,"A",0,0,3,3,"2009-2010","WHU","LIV",NA,NA,NA,NA,20,23.8,24,24.4,-1,1
2009-09-20,"Chelsea","Tottenham",3,0,"H",0,0,0,2,"2009-2010","CHE","TOT",NA,NA,NA,NA,24,25.5,20,23.3,3,-3
2009-09-20,"Everton","Blackburn",3,0,"H",0,0,1,2,"2009-2010","EVE","BLB",NA,NA,NA,NA,23,23.1,29,25.3,3,-3
2009-09-20,"Man United","Man City",4,3,"H",0,0,2,2,"2009-2010","MUN","MCI",NA,NA,NA,NA,22,25,24,24.1,1,-1
2009-09-20,"Wolves","Fulham",2,1,"H",0,0,1,1,"2009-2010","WLV","FUL",NA,NA,NA,NA,19,24.1,28,25.3,1,-1
2009-09-26,"Birmingham","Bolton",1,2,"A",0,0,2,1,"2009-2010","BIR","BOL",NA,NA,NA,NA,18,25.5,18,25.3,-1,1
2009-09-26,"Blackburn","Aston Villa",2,1,"H",1,0,2,3,"2009-2010","BLB","AVA",NA,NA,NA,NA,29,25.3,13,25.5,1,-1
2009-09-26,"Fulham","Arsenal",0,1,"A",0,0,4,0,"2009-2010","FUL","ARS",NA,NA,NA,NA,28,25.3,31,21.7,-1,1
2009-09-26,"Liverpool","Hull",6,1,"H",0,0,1,4,"2009-2010","LIV","HUL",NA,NA,NA,NA,24,24.4,23,26,5,-5
2009-09-26,"Portsmouth","Everton",0,1,"A",0,0,0,3,"2009-2010","POR","EVE",NA,NA,NA,NA,29,25.4,23,23.1,-1,1
2009-09-26,"Stoke","Man United",0,2,"A",0,0,1,1,"2009-2010","STO","MUN",NA,NA,NA,NA,18,25.9,22,25,-2,2
2009-09-26,"Tottenham","Burnley",5,0,"H",0,0,1,1,"2009-2010","TOT","BUR",NA,NA,NA,NA,20,23.3,20,25,5,-5
2009-09-26,"Wigan","Chelsea",3,1,"H",0,1,1,2,"2009-2010","WIG","CHE",NA,NA,NA,NA,27,25.4,24,25.5,2,-2
2009-09-27,"Sunderland","Wolves",5,2,"H",0,0,1,3,"2009-2010","SUN","WLV",NA,NA,NA,NA,26,24.5,19,24.1,3,-3
2009-09-28,"Man City","West Ham",3,1,"H",0,0,1,1,"2009-2010","MCI","WHU",NA,NA,NA,NA,24,24.1,20,23.8,2,-2
2009-10-03,"Bolton","Tottenham",2,2,"D",0,0,2,1,"2009-2010","BOL","TOT",NA,NA,NA,NA,18,25.3,20,23.3,0,0
2009-10-03,"Burnley","Birmingham",2,1,"H",0,0,0,3,"2009-2010","BUR","BIR",NA,NA,NA,NA,20,25,18,25.5,1,-1
2009-10-03,"Hull","Wigan",2,1,"H",0,0,0,2,"2009-2010","HUL","WIG",NA,NA,NA,NA,23,26,27,25.4,1,-1
